subcity,bedrooms,bathrooms,area_sqm,has_water_tank,has_generator,is_furnished,description_text,rent_price_etb
Nifas Silk,5,3,161.4,1,0,0,5-bedroom apartment in Nifas Silk available for rent. About 161 square metres of living space. Features a private water tank. Ideal for families or professionals.,55000.0
Yeka,1,1,46.6,1,1,0,1-bedroom unit in Yeka for long-term rental. Floor space of 47 square metres. Features a private water tank. Comes with a backup generator. Close to schools and markets.,20000.0
Akaky Kaliti,2,1,100.9,1,0,0,2-bedroom unit in Akaky Kaliti for long-term rental. Floor space of 101 square metres. Features a private water tank. Ideal for families or professionals.,26500.0
Kirkos,1,1,59.1,1,0,0,"Apartment with 1 bedrooms in Kirkos, now available. 59 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",24000.0
Gulele,4,3,113.2,0,0,0,4-bedroom unit in Gulele for long-term rental. Floor space of 113 square metres. Well maintained apartment. Close to schools and markets.,38000.0
Kirkos,2,1,105.1,0,1,0,"Apartment with 2 bedrooms in Kirkos, now available. 105 square metres, well laid out. Comes with a backup generator. Quiet neighbourhood with good access to transport.",42000.0
Nifas Silk,2,1,85.2,1,1,0,2-bedroom apartment in Nifas Silk available for rent. About 85 square metres of living space. Features a private water tank. Comes with a backup generator. Close to schools and markets.,30500.0
Gulele,5,3,174.9,1,0,0,"5-bedroom unit in Gulele for long-term rental. 175 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",56000.0
Arada,2,1,100.7,1,0,0,Rent a 2-bedroom home located in Arada. Floor space of 101 square metres. Features a private water tank. Close to schools and markets.,37500.0
Akaky Kaliti,1,1,54.4,1,1,0,Rent a 1-bedroom home located in Akaky Kaliti. Floor space of 54 square metres. Features a private water tank. Comes with a backup generator. Well maintained and secure.,18000.0
Kirkos,1,1,63.0,0,0,0,Rent a 1-bedroom home located in Kirkos. Floor space of 63 square metres. Well maintained apartment. Well maintained and secure.,23500.0
Nifas Silk,2,1,87.5,1,0,1,2-bedroom unit in Nifas Silk for long-term rental. About 88 square metres of living space. Features a private water tank. Furnished and ready to move in. Well maintained and secure.,32500.0
Kirkos,5,3,170.3,1,1,0,5-bedroom apartment in Kirkos available for rent. About 170 square metres of living space. Features a private water tank. Comes with a backup generator. Well maintained and secure.,73500.0
Kirkos,3,1,113.3,1,1,0,Rent a 3-bedroom home located in Kirkos. About 113 square metres of living space. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport.,48500.0
Kirkos,5,3,154.1,0,0,1,"5-bedroom unit in Kirkos for long-term rental. 154 square metres, well laid out. Furnished and ready to move in. Close to schools and markets.",73500.0
Bole,2,1,83.6,1,0,0,2-bedroom apartment in Bole available for rent. About 84 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.,36000.0
Bole,2,2,85.4,0,0,1,2-bedroom apartment in Bole available for rent. Floor space of 85 square metres. Furnished and ready to move in. Well maintained and secure.,41000.0
Gulele,1,1,79.7,1,0,0,1-bedroom apartment in Gulele available for rent. Floor space of 80 square metres. Features a private water tank. Well maintained and secure.,23000.0
Nifas Silk,2,1,86.0,1,1,0,Rent a 2-bedroom home located in Nifas Silk. Floor space of 86 square metres. Features a private water tank. Comes with a backup generator. Well maintained and secure.,30500.0
Gulele,3,2,103.3,0,0,0,3-bedroom unit in Gulele for long-term rental. About 103 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.,32000.0
Bole,5,3,145.2,0,0,0,5-bedroom unit in Bole for long-term rental. Floor space of 145 square metres. Well maintained apartment. Ideal for families or professionals.,64000.0
Kirkos,2,1,79.4,0,0,1,"Apartment with 2 bedrooms in Kirkos, now available. 79 square metres, well laid out. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",35500.0
Yeka,4,3,113.2,0,0,0,4-bedroom unit in Yeka for long-term rental. Floor space of 113 square metres. Well maintained apartment. Well maintained and secure.,42500.0
Kolfe,4,3,121.0,1,0,0,4-bedroom unit in Kolfe for long-term rental. About 121 square metres of living space. Features a private water tank. Close to schools and markets.,40000.0
Lidetta,2,1,104.0,1,0,1,"Apartment with 2 bedrooms in Lidetta, now available. 104 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.",33500.0
Yeka,5,3,149.5,1,0,0,"Apartment with 5 bedrooms in Yeka, now available. Floor space of 150 square metres. Features a private water tank. Ideal for families or professionals.",56000.0
Gulele,3,1,116.5,1,1,1,"Rent a 3-bedroom home located in Gulele. 116 square metres, well laid out. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Close to schools and markets.",44000.0
Bole,1,1,34.3,0,0,0,"1-bedroom apartment in Bole available for rent. 34 square metres, well laid out. Well maintained apartment. Well maintained and secure.",15000.0
Yeka,5,3,158.8,1,0,1,"5-bedroom apartment in Yeka available for rent. 159 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",67500.0
Bole,5,3,150.1,1,0,0,5-bedroom unit in Bole for long-term rental. Floor space of 150 square metres. Features a private water tank. Close to schools and markets.,67500.0
Yeka,1,1,58.2,1,1,1,Rent a 1-bedroom home located in Yeka. About 58 square metres of living space. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Close to schools and markets.,26500.0
Gulele,5,3,154.2,0,0,1,"Apartment with 5 bedrooms in Gulele, now available. About 154 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",56500.0
Akaky Kaliti,5,3,146.1,1,0,0,"5-bedroom unit in Akaky Kaliti for long-term rental. 146 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",44000.0
Yeka,5,3,126.5,0,0,0,"Apartment with 5 bedrooms in Yeka, now available. About 126 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.",48000.0
Arada,2,1,97.1,1,0,1,"Apartment with 2 bedrooms in Arada, now available. 97 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Close to schools and markets.",42000.0
Gulele,4,2,132.9,1,1,0,Rent a 4-bedroom home located in Gulele. About 133 square metres of living space. Features a private water tank. Comes with a backup generator. Well maintained and secure.,45500.0
Addis Ketema,3,2,104.2,0,0,0,"Apartment with 3 bedrooms in Addis Ketema, now available. 104 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",30500.0
Nifas Silk,4,3,118.4,0,0,0,"Apartment with 4 bedrooms in Nifas Silk, now available. Floor space of 118 square metres. Well maintained apartment. Well maintained and secure.",41000.0
Yeka,4,2,112.4,0,0,0,4-bedroom apartment in Yeka available for rent. About 112 square metres of living space. Well maintained apartment. Well maintained and secure.,41000.0
Nifas Silk,4,3,132.7,1,1,0,4-bedroom apartment in Nifas Silk available for rent. Floor space of 133 square metres. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport.,48500.0
Kirkos,3,2,127.4,1,0,0,3-bedroom unit in Kirkos for long-term rental. About 127 square metres of living space. Features a private water tank. Ideal for families or professionals.,51500.0
Addis Ketema,4,2,132.4,0,0,0,Rent a 4-bedroom home located in Addis Ketema. Floor space of 132 square metres. Well maintained apartment. Well maintained and secure.,38500.0
Kirkos,3,1,91.4,0,1,0,"Apartment with 3 bedrooms in Kirkos, now available. 91 square metres, well laid out. Comes with a backup generator. Close to schools and markets.",39500.0
Gulele,1,1,66.7,1,0,0,"1-bedroom apartment in Gulele available for rent. 67 square metres, well laid out. Features a private water tank. Well maintained and secure.",20000.0
Bole,1,1,63.4,0,0,1,"Rent a 1-bedroom home located in Bole. 63 square metres, well laid out. Furnished and ready to move in. Well maintained and secure.",28500.0
Kirkos,5,3,162.4,0,0,0,5-bedroom apartment in Kirkos available for rent. About 162 square metres of living space. Well maintained apartment. Well maintained and secure.,66500.0
Lidetta,5,3,159.3,1,0,0,"Apartment with 5 bedrooms in Lidetta, now available. About 159 square metres of living space. Features a private water tank. Well maintained and secure.",50000.0
Nifas Silk,3,2,72.2,0,0,0,"Apartment with 3 bedrooms in Nifas Silk, now available. 72 square metres, well laid out. Well maintained apartment. Well maintained and secure.",26500.0
Kirkos,1,1,70.5,0,0,0,1-bedroom unit in Kirkos for long-term rental. About 70 square metres of living space. Well maintained apartment. Close to schools and markets.,26000.0
Akaky Kaliti,4,2,118.0,1,1,0,Rent a 4-bedroom home located in Akaky Kaliti. Floor space of 118 square metres. Features a private water tank. Comes with a backup generator. Close to schools and markets.,38000.0
Lidetta,1,1,46.9,0,1,0,1-bedroom unit in Lidetta for long-term rental. About 47 square metres of living space. Comes with a backup generator. Quiet neighbourhood with good access to transport.,16000.0
Kirkos,2,1,83.7,0,1,0,"Apartment with 2 bedrooms in Kirkos, now available. 84 square metres, well laid out. Comes with a backup generator. Well maintained and secure.",35000.0
Arada,2,2,90.9,0,0,1,2-bedroom apartment in Arada available for rent. About 91 square metres of living space. Furnished and ready to move in. Well maintained and secure.,39000.0
Arada,1,1,44.3,0,0,1,"Apartment with 1 bedrooms in Arada, now available. 44 square metres, well laid out. Furnished and ready to move in. Well maintained and secure.",19000.0
Nifas Silk,5,3,160.5,1,1,1,Rent a 5-bedroom home located in Nifas Silk. About 160 square metres of living space. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Close to schools and markets.,66000.0
Kirkos,3,2,117.2,0,0,1,3-bedroom unit in Kirkos for long-term rental. About 117 square metres of living space. Furnished and ready to move in. Ideal for families or professionals.,53500.0
Yeka,2,2,86.6,0,0,0,"Rent a 2-bedroom home located in Yeka. 87 square metres, well laid out. Well maintained apartment. Close to schools and markets.",29500.0
Akaky Kaliti,3,2,97.6,0,1,0,"3-bedroom apartment in Akaky Kaliti available for rent. 98 square metres, well laid out. Comes with a backup generator. Quiet neighbourhood with good access to transport.",30000.0
Akaky Kaliti,1,1,52.2,1,1,1,"1-bedroom unit in Akaky Kaliti for long-term rental. 52 square metres, well laid out. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",20500.0
Lidetta,3,2,120.3,0,0,0,"Apartment with 3 bedrooms in Lidetta, now available. About 120 square metres of living space. Well maintained apartment. Ideal for families or professionals.",34500.0
Addis Ketema,3,2,89.9,0,1,0,"3-bedroom apartment in Addis Ketema available for rent. 90 square metres, well laid out. Comes with a backup generator. Close to schools and markets.",30000.0
Gulele,2,1,98.8,1,0,1,"Apartment with 2 bedrooms in Gulele, now available. 99 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.",34000.0
Kolfe,5,3,150.0,1,1,1,"Apartment with 5 bedrooms in Kolfe, now available. 150 square metres, well laid out. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Ideal for families or professionals.",59000.0
Kolfe,2,1,84.8,1,0,0,"Apartment with 2 bedrooms in Kolfe, now available. About 85 square metres of living space. Features a private water tank. Well maintained and secure.",25500.0
Arada,1,1,43.5,0,0,0,"1-bedroom unit in Arada for long-term rental. 44 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",16500.0
