title,location,subcity,bedrooms,bathrooms,size_sqm,furnished,price_etb,description
"1-bedroom unit in Addis Ketema for long-term rental. 62 square metres, well laid out. Features a private water tank. Close to schools and markets.",Addis Ketema,Addis Ketema,1.0,1.0,61.7,False,18000.0,"1-bedroom unit in Addis Ketema for long-term rental. 62 square metres, well laid out. Features a private water tank. Close to schools and markets."
Rent a 3-bedroom home located in Kirkos. About 107 square metres of living space. Well maintained apartment. Close to schools and markets.,Kirkos,Kirkos,3.0,2.0,107.2,False,43500.0,Rent a 3-bedroom home located in Kirkos. About 107 square metres of living space. Well maintained apartment. Close to schools and markets.
Rent a 2-bedroom home located in Kirkos. About 66 square metres of living space. Features a private water tank. Comes with a backup generator. Well maintained and secure.,Kirkos,Kirkos,2.0,1.0,66.4,False,31000.0,Rent a 2-bedroom home located in Kirkos. About 66 square metres of living space. Features a private water tank. Comes with a backup generator. Well maintained and secure.
"Rent a 3-bedroom home located in Nifas Silk. 125 square metres, well laid out. Features a private water tank. Close to schools and markets.",Nifas Silk,Nifas Silk,3.0,2.0,124.9,False,41000.0,"Rent a 3-bedroom home located in Nifas Silk. 125 square metres, well laid out. Features a private water tank. Close to schools and markets."
"4-bedroom apartment in Bole available for rent. 121 square metres, well laid out. Features a private water tank. Close to schools and markets.",Bole,Bole,4.0,3.0,120.7,False,55000.0,"4-bedroom apartment in Bole available for rent. 121 square metres, well laid out. Features a private water tank. Close to schools and markets."
2-bedroom unit in Kirkos for long-term rental. About 98 square metres of living space. Well maintained apartment. Well maintained and secure.,Kirkos,Kirkos,2.0,2.0,98.3,False,38500.0,2-bedroom unit in Kirkos for long-term rental. About 98 square metres of living space. Well maintained apartment. Well maintained and secure.
"2-bedroom unit in Yeka for long-term rental. 78 square metres, well laid out. Furnished and ready to move in. Ideal for families or professionals.",Yeka,Yeka,2.0,1.0,78.5,False,30500.0,"2-bedroom unit in Yeka for long-term rental. 78 square metres, well laid out. Furnished and ready to move in. Ideal for families or professionals."
"Apartment with 5 bedrooms in Bole, now available. Floor space of 144 square metres. Well maintained apartment. Ideal for families or professionals.",Bole,Bole,5.0,3.0,144.5,False,63500.0,"Apartment with 5 bedrooms in Bole, now available. Floor space of 144 square metres. Well maintained apartment. Ideal for families or professionals."
"Apartment with 2 bedrooms in Lidetta, now available. Floor space of 101 square metres. Comes with a backup generator. Quiet neighbourhood with good access to transport.",Lidetta,Lidetta,2.0,1.0,100.6,False,29500.0,"Apartment with 2 bedrooms in Lidetta, now available. Floor space of 101 square metres. Comes with a backup generator. Quiet neighbourhood with good access to transport."
"Apartment with 1 bedrooms in Nifas Silk, now available. About 76 square metres of living space. Features a private water tank. Comes with a backup generator. Well maintained and secure.",Nifas Silk,Nifas Silk,1.0,1.0,75.9,False,26000.0,"Apartment with 1 bedrooms in Nifas Silk, now available. About 76 square metres of living space. Features a private water tank. Comes with a backup generator. Well maintained and secure."
"Rent a 4-bedroom home located in Kirkos. 132 square metres, well laid out. Well maintained apartment. Close to schools and markets.",Kirkos,Kirkos,4.0,2.0,132.5,False,53500.0,"Rent a 4-bedroom home located in Kirkos. 132 square metres, well laid out. Well maintained apartment. Close to schools and markets."
"Rent a 4-bedroom home located in Kirkos. 139 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",Kirkos,Kirkos,4.0,2.0,139.1,False,55500.0,"Rent a 4-bedroom home located in Kirkos. 139 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport."
5-bedroom unit in Kirkos for long-term rental. About 148 square metres of living space. Well maintained apartment. Close to schools and markets.,Kirkos,Kirkos,5.0,3.0,148.5,False,62000.0,5-bedroom unit in Kirkos for long-term rental. About 148 square metres of living space. Well maintained apartment. Close to schools and markets.
4-bedroom unit in Nifas Silk for long-term rental. About 130 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,Nifas Silk,Nifas Silk,4.0,3.0,129.9,False,50000.0,4-bedroom unit in Nifas Silk for long-term rental. About 130 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.
"Apartment with 5 bedrooms in Akaky Kaliti, now available. 144 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Well maintained and secure.",Akaky Kaliti,Akaky Kaliti,5.0,3.0,144.1,False,50500.0,"Apartment with 5 bedrooms in Akaky Kaliti, now available. 144 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Well maintained and secure."
3-bedroom apartment in Akaky Kaliti available for rent. Floor space of 119 square metres. Features a private water tank. Ideal for families or professionals.,Akaky Kaliti,Akaky Kaliti,3.0,2.0,118.8,False,33500.0,3-bedroom apartment in Akaky Kaliti available for rent. Floor space of 119 square metres. Features a private water tank. Ideal for families or professionals.
"2-bedroom unit in Kirkos for long-term rental. 78 square metres, well laid out. Comes with a backup generator. Furnished and ready to move in. Close to schools and markets.",Kirkos,Kirkos,2.0,1.0,77.7,False,38000.0,"2-bedroom unit in Kirkos for long-term rental. 78 square metres, well laid out. Comes with a backup generator. Furnished and ready to move in. Close to schools and markets."
Rent a 5-bedroom home located in Kirkos. About 170 square metres of living space. Well maintained apartment. Close to schools and markets.,Kirkos,Kirkos,5.0,3.0,169.8,False,69000.0,Rent a 5-bedroom home located in Kirkos. About 170 square metres of living space. Well maintained apartment. Close to schools and markets.
2-bedroom apartment in Arada available for rent. About 82 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,Arada,Arada,2.0,1.0,82.2,False,35000.0,2-bedroom apartment in Arada available for rent. About 82 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.
"Apartment with 2 bedrooms in Nifas Silk, now available. About 86 square metres of living space. Well maintained apartment. Well maintained and secure.",Nifas Silk,Nifas Silk,2.0,3.0,86.2,False,28500.0,"Apartment with 2 bedrooms in Nifas Silk, now available. About 86 square metres of living space. Well maintained apartment. Well maintained and secure."
"5-bedroom apartment in Arada available for rent. 161 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",Arada,Arada,5.0,3.0,161.1,False,63000.0,"5-bedroom apartment in Arada available for rent. 161 square metres, well laid out. Well maintained apartment. Ideal for families or professionals."
"5-bedroom apartment in Nifas Silk available for rent. 152 square metres, well laid out. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.",Nifas Silk,Nifas Silk,5.0,3.0,152.3,False,55500.0,"5-bedroom apartment in Nifas Silk available for rent. 152 square metres, well laid out. Features a private water tank. Comes with a backup generator. Ideal for families or professionals."
Rent a 2-bedroom home located in Arada. Floor space of 82 square metres. Well maintained apartment. Close to schools and markets.,Arada,Arada,2.0,1.0,82.4,False,30500.0,Rent a 2-bedroom home located in Arada. Floor space of 82 square metres. Well maintained apartment. Close to schools and markets.
4-bedroom unit in Kirkos for long-term rental. Floor space of 130 square metres. Well maintained apartment. Close to schools and markets.,Kirkos,Kirkos,4.0,3.0,129.6,False,54000.0,4-bedroom unit in Kirkos for long-term rental. Floor space of 130 square metres. Well maintained apartment. Close to schools and markets.
"5-bedroom apartment in Kirkos available for rent. 163 square metres, well laid out. Well maintained apartment. Close to schools and markets.",Kirkos,Kirkos,5.0,3.0,162.7,False,66500.0,"5-bedroom apartment in Kirkos available for rent. 163 square metres, well laid out. Well maintained apartment. Close to schools and markets."
"Apartment with 4 bedrooms in Kirkos, now available. Floor space of 122 square metres. Well maintained apartment. Well maintained and secure.",Kirkos,Kirkos,4.0,2.0,122.0,False,50000.0,"Apartment with 4 bedrooms in Kirkos, now available. Floor space of 122 square metres. Well maintained apartment. Well maintained and secure."
"1-bedroom apartment in Bole available for rent. 62 square metres, well laid out. Features a private water tank. Well maintained and secure.",Bole,Bole,1.0,1.0,62.5,False,26500.0,"1-bedroom apartment in Bole available for rent. 62 square metres, well laid out. Features a private water tank. Well maintained and secure."
4-bedroom unit in Bole for long-term rental. About 130 square metres of living space. Furnished and ready to move in. Close to schools and markets.,Bole,Bole,4.0,3.0,130.1,False,65000.0,4-bedroom unit in Bole for long-term rental. About 130 square metres of living space. Furnished and ready to move in. Close to schools and markets.
"Rent a 1-bedroom home located in Gulele. 74 square metres, well laid out. Well maintained apartment. Close to schools and markets.",Gulele,Gulele,1.0,1.0,74.4,False,20000.0,"Rent a 1-bedroom home located in Gulele. 74 square metres, well laid out. Well maintained apartment. Close to schools and markets."
